Word,Valence,Arousal,Dominance,VD_PC1,plutchik_label,insideout2_label
Dr. Pepper,6.9,4.48,5.95,1.5951509701622795,trust,joy
drab,2.76,2.35,4.77,-1.5904441101158995,sadness,sadness
draft,5.3,4.1,5.28,0.2027524191701411,anticipation,ennui
drafty,4.3,3.73,4.89,-0.6458294096331777,disgust,ennui
drag,3.68,4.81,5.52,-0.5149232871048597,disgust,disgust
dragon,6.68,5.45,5.17,0.8852832893403209,anticipation,disgust
dragonfly,6.45,3.86,5.41,0.9385859020151542,anticipation,ennui
drain,3.8,2.94,5.17,-0.7121394146708446,sadness,ennui
drainage,3.89,3.52,4.65,-1.0541148454216023,disgust,ennui
drainpipe,4.52,2.91,4.72,-0.651923547539204,sadness,ennui
drake,5.05,4.32,5.21,0.01133217251143716,anticipation,ennui
drama,4.37,5.14,4.14,-1.172236178140379,disgust,disgust
dramatic,5.17,6.59,4.77,-0.2537119168287782,anticipation,envy
drape,4.95,3.29,5.38,0.08398558975126194,anticipation,ennui
drastic,4.63,5.2,4.92,-0.44018207087382133,disgust,disgust
drat,4.25,3.4,4.48,-0.9825564907715301,disgust,ennui
draught,3.9,3.32,4.36,-1.2671250045274163,sadness,ennui
draw,6.18,3.6,6.37,1.512325782439228,trust,ennui
drawback,4.38,3.08,4.35,-1.0084243273893592,sadness,ennui
drawbridge,5.45,3.3,4.95,0.037248991831879213,anticipation,ennui
drawer,4.67,3.0,5.71,0.1773831311445755,anticipation,ennui
dread,3.0,4.5,3.62,-2.324016174119019,disgust,anxiety
dreaded,2.11,5.1,3.5,-2.9081014448769986,fear,anxiety
dreadful,2.6,4.5,3.38,-2.7267550032962946,disgust,anxiety
dream,7.43,4.37,5.4,1.4746169097107058,trust,joy
dreamboat,7.47,4.27,5.91,1.8811617862092755,trust,joy
dreamer,7.45,4.4,6.53,2.3373278652094505,trust,joy
dreamland,7.0,3.95,5.31,1.1682848636570304,trust,ennui
dreamy,7.52,4.9,6.28,2.187743106559082,trust,joy
dreary,3.55,3.54,4.28,-1.5215477574947556,sadness,ennui
dredge,3.32,3.36,4.18,-1.72448411152257,sadness,ennui
dress,6.42,4.73,6.64,1.8489282264295153,trust,joy
dresser,5.28,2.58,4.96,-0.04950688036053223,sadness,ennui
dressmaker,6.85,3.05,5.52,1.2433510086296522,trust,ennui
dressy,5.82,4.15,7.55,2.2019478876999603,trust,joy
dribble,4.68,3.75,4.67,-0.600860042746489,disgust,ennui
drift,5.09,3.32,4.57,-0.44881357366071023,disgust,ennui
drifter,4.95,4.32,5.48,0.1593499917226291,anticipation,ennui
driftwood,5.53,3.1,4.96,0.08915828491821481,anticipation,ennui
drill,4.73,5.11,5.48,0.03732464627733187,anticipation,disgust
drink,6.67,5.19,5.87,1.4072874965287385,anticipation,joy
drinker,3.72,5.32,3.96,-1.6684215314135813,disgust,disgust
drip,5.52,3.7,4.11,-0.5569857384495526,disgust,ennui
drive,6.5,4.19,5.67,1.162266380196457,trust,ennui
drivel,4.29,4.65,4.4,-1.020661585904024,disgust,disgust
driver,6.39,3.15,5.56,1.0183528653053044,trust,ennui
driveway,4.57,3.38,6.24,0.5213483954813208,anticipation,ennui
drizzle,5.18,4.23,4.68,-0.3159932719918584,disgust,ennui
droll,5.09,3.41,5.25,0.06366435974458343,anticipation,ennui
drone,3.5,4.3,4.89,-1.0895579385251681,disgust,disgust
drool,3.28,2.7,4.35,-1.6185510546158461,sadness,sadness
droopy,4.0,3.18,4.42,-1.1664402972330976,sadness,ennui
drop,4.23,4.67,4.82,-0.7374107372911829,disgust,disgust
dropout,3.33,4.7,3.95,-1.8922756294455632,disgust,disgust
dropper,5.05,3.45,4.46,-0.5539008422738134,disgust,ennui
drought,2.79,3.55,2.95,-2.945436406161324,sadness,sadness
drown,2.33,5.35,2.65,-3.426673516188319,fear,embarrassment
drowsy,4.25,2.83,3.47,-1.7437369506823344,sadness,sadness
drug,4.11,4.48,3.67,-1.6706606392956993,disgust,disgust
drug dealing,2.81,4.7,3.71,-2.361573737956637,disgust,anxiety
druggist,3.89,4.0,3.88,-1.6344207406011269,disgust,ennui
drugs,3.86,5.78,4.32,-1.3194571917605624,anger,anger
drugstore,4.74,4.05,5.07,-0.26612279519412213,disgust,ennui
drum,6.05,4.67,5.65,0.8975962023004391,anticipation,disgust
drummer,6.53,4.5,5.92,1.3673172049583238,trust,joy
drunk,4.06,5.05,2.94,-2.248553806742426,disgust,anxiety
drunk driving,1.58,5.73,3.36,-3.3075817580278555,fear,embarrassment
drunkard,3.28,4.45,3.21,-2.4777052370894266,disgust,anxiety
drunken,3.0,4.36,4.05,-1.9999492456421428,disgust,anxiety
drunkenness,3.42,6.05,3.97,-1.8272832895509408,anger,anger
dry,4.86,3.8,6.21,0.6595906666132572,anticipation,ennui
dryer,5.21,2.43,4.57,-0.3822542943269116,sadness,ennui
dual,5.14,4.39,5.21,0.06125163201178601,anticipation,disgust
dub,5.35,4.58,5.36,0.2907769738029839,anticipation,disgust
dubious,3.47,4.33,5.17,-0.8951774328387906,disgust,disgust
duchess,6.15,3.92,4.45,0.04868944475553719,anticipation,ennui
duck,6.11,4.0,5.3,0.6671004350675548,anticipation,ennui
duckling,7.18,3.92,5.83,1.6600186729088358,trust,joy
ducky,6.6,3.81,5.6,1.1649773649279986,trust,ennui
duct,4.24,2.8,4.63,-0.8750564944256302,sadness,ennui
dud,3.74,3.33,4.24,-1.4463079926714542,sadness,ennui
dude,5.91,3.81,5.59,0.7747250685615206,anticipation,ennui
due,4.94,4.38,3.72,-1.1726100895845755,disgust,disgust
duel,5.05,5.55,4.82,-0.2825889951768929,anticipation,disgust
duet,6.11,3.79,5.71,0.9760944831501586,trust,ennui
duffel,4.9,3.5,5.83,0.39539236556666324,anticipation,ennui
dugout,4.55,4.08,4.95,-0.4619456031716102,disgust,ennui
duh,4.5,3.9,4.85,-0.5650430381987268,disgust,ennui
duke,4.8,4.21,5.41,0.02339581117542378,anticipation,ennui
dull,3.4,1.67,4.71,-1.2806799281851269,sadness,ennui
dullard,4.68,3.58,4.65,-0.615932923140762,disgust,ennui
dumb,2.44,5.3,4.39,-2.0543202491638892,anger,anger
dumbbell,4.71,3.54,4.95,-0.3731998973932121,disgust,ennui
dummy,3.66,3.79,3.71,-1.8901121760088972,sadness,ennui
dump,3.73,3.67,4.5,-1.255907154157051,disgust,ennui
dumpling,6.48,2.5,5.04,0.676377434554547,trust,ennui
dumpster,3.48,4.0,4.44,-1.4397909606186177,disgust,ennui
dunce,3.24,4.95,4.72,-1.3618891937663884,disgust,disgust
dune,5.35,2.76,5.15,0.13251172966311373,disgust,ennui
dung,3.86,3.45,4.65,-1.0707546652550521,sadness,ennui
dungeon,3.52,5.13,3.68,-1.9903739891564058,disgust,disgust
dunk,4.67,3.6,5.18,-0.22204819930366848,disgust,ennui
duo,6.45,3.75,5.75,1.1948248687178011,trust,ennui
dupe,4.0,3.73,3.86,-1.5884809482727513,sadness,ennui
duplex,5.67,3.09,4.8,0.04622773432012603,disgust,ennui
duplicate,4.7,4.5,5.5,0.03575770683815516,anticipation,disgust
duration,5.43,3.3,4.81,-0.07935438415033466,disgust,ennui
duress,2.82,4.45,3.17,-2.7629949019908677,disgust,anxiety
dusk,5.63,3.52,5.27,0.3782539971409501,anticipation,ennui
dusky,4.95,4.55,4.58,-0.5189296260196719,disgust,disgust
dust,3.72,3.45,4.56,-1.2162351195853809,sadness,ennui
duster,5.26,2.85,5.75,0.534778681990965,trust,ennui
dustpan,4.67,2.86,5.36,-0.08639227575520789,sadness,ennui
dusty,3.95,4.1,4.7,-0.9831530047690198,disgust,ennui
duty,5.33,3.71,4.0,-0.7452721062299037,disgust,ennui
dwarf,4.71,3.43,3.84,-1.2097447592753832,sadness,ennui
dweeb,4.17,3.86,4.68,-0.8762005397179963,disgust,ennui
dwell,4.75,3.14,5.3,-0.0872380640488292,disgust,ennui
dwelling,5.21,3.57,5.82,0.5598007303151726,anticipation,ennui
dye,5.25,3.3,4.77,-0.2093390639395791,disgust,ennui
dyke,3.8,3.67,3.67,-1.842605444241346,sadness,ennui
dynamic,6.1,5.43,5.52,0.8273555127934111,anticipation,disgust
dynamite,4.79,6.4,4.65,-0.5549202504181131,anger,envy
dynamo,6.21,5.18,5.82,1.1144613914301607,anticipation,joy
dynasty,5.16,4.45,5.45,0.2532194099653664,anticipation,disgust
dysentery,3.0,3.75,3.05,-2.7535932653558097,sadness,sadness
dysfunction,3.18,4.9,3.16,-2.5708535041866085,fear,anxiety
dysfunctional,3.09,4.63,2.95,-2.7790382078268276,fear,anxiety
eager,6.37,5.78,6.46,1.685539269825306,surprise,joy
eagle,6.47,4.57,5.09,0.70851302892908,anticipation,disgust
ear,5.86,3.5,6.74,1.6136826581764891,trust,ennui
earful,4.27,4.19,4.73,-0.7830522726208138,disgust,disgust
earl,5.15,3.64,5.76,0.48130244946545325,anticipation,ennui
earn,7.0,4.35,6.75,2.253532252044712,trust,joy
earnest,5.9,3.81,6.67,1.5831140032411317,trust,joy
earnings,6.37,4.84,6.85,1.9794604375136358,trust,joy
earpiece,5.04,3.86,5.95,0.5634821404884014,anticipation,ennui
earring,6.45,3.59,5.71,1.1646791079292542,trust,ennui
earrings,5.32,4.22,5.71,0.5379125608693179,anticipation,ennui
earth,6.83,5.04,5.69,1.3603772787586768,anticipation,joy
earthling,5.53,3.09,4.61,-0.1746171219815685,disgust,ennui
earthly,5.63,3.55,5.83,0.8002946481806043,anticipation,ennui
earthquake,3.05,6.76,2.14,-3.4116762902394977,fear,fear
earthy,6.5,3.29,6.56,1.8330095577416208,trust,joy
ease,6.15,2.45,6.42,1.5333681635914618,trust,ennui
east,6.33,2.5,5.17,0.6911520579500753,trust,ennui
eastbound,5.65,2.2,5.68,0.6983412584458538,trust,ennui
eastern,5.37,3.48,4.48,-0.3613365503227434,disgust,ennui
easy,7.47,3.82,6.79,2.544368523557303,trust,joy
easygoing,7.03,3.2,6.76,2.2777085120752982,trust,joy
eat,7.1,4.38,7.26,2.6933567682101813,trust,joy
eater,4.95,4.23,5.87,0.45327115941095925,anticipation,ennui
eavesdrop,4.05,4.33,5.2,-0.5508649288006875,disgust,disgust
ebony,6.14,4.32,4.71,0.23909028326994028,anticipation,ennui
eccentric,5.37,5.19,6.1,0.8595667616133973,anticipation,disgust
echelon,5.55,3.17,4.43,-0.29917983230772965,disgust,ennui
echinacea,4.8,3.73,5.42,0.030932251372560286,anticipation,ennui
echo,5.2,3.61,4.59,-0.37272802054378834,disgust,ennui
eclectic,5.9,4.5,5.75,0.8897615051045578,anticipation,ennui
eclipse,6.76,5.12,5.79,1.396915434451994,anticipation,joy
ecological,5.62,3.81,5.08,0.22951502678420382,anticipation,ennui
economic,5.1,3.62,4.21,-0.7145788141464811,disgust,ennui
economics,5.2,3.7,4.05,-0.7796957911891689,disgust,ennui
economy,3.64,5.32,4.16,-1.5620655803600465,disgust,disgust
ecosystem,6.5,3.71,4.41,0.21267491535723607,anticipation,ennui
ecstasy,7.19,6.11,5.52,1.4319356334087487,surprise,joy
ecstatic,6.45,6.95,5.63,1.1043875863521608,surprise,envy
edema,3.86,3.27,4.42,-1.2440927897891958,sadness,ennui
edge,4.43,4.65,4.31,-1.0108370551221564,disgust,disgust
edgy,4.81,4.39,4.56,-0.6116549989700443,disgust,disgust
edible,6.68,5.15,6.45,1.8499476345738153,trust,joy
edifice,5.0,3.95,5.33,0.07403642182132802,anticipation,ennui
edit,4.95,4.1,6.64,1.0335770545904828,anticipation,ennui
editing,5.45,5.58,6.57,1.2581523037680205,anticipation,joy
edition,5.3,3.79,4.81,-0.15146027009528307,disgust,ennui
editor,5.43,4.09,5.9,0.7421175973375633,anticipation,ennui
editorial,5.18,2.9,5.77,0.505478709496039,trust,ennui
educate,7.48,4.36,6.79,2.5499151301684533,trust,joy
education,6.58,4.64,6.82,2.0733298557563744,trust,joy
educational,6.6,4.52,5.68,1.225268886505092,anticipation,joy
educator,6.58,3.5,6.11,1.53824260175967,trust,ennui
eel,4.14,4.79,4.86,-0.7571844360029855,disgust,disgust
eerie,3.4,5.57,3.91,-1.8835951439560608,anger,anger
effect,5.5,4.08,5.88,0.7658709632213391,anticipation,ennui
effective,6.95,3.95,7.2,2.564939027860113,trust,joy
effectiveness,6.9,4.95,6.19,1.7760255348935599,trust,joy
efficiency,6.74,3.74,6.79,2.139466240943362,trust,joy
efficient,6.95,3.86,6.67,2.1655076974118694,trust,joy
effort,6.47,4.12,6.64,1.8766612594852645,trust,joy
effortless,7.1,3.43,7.0,2.4974093230846277,trust,joy
egg,5.95,3.28,5.74,0.9099580979631705,trust,ennui
egghead,4.47,3.59,4.57,-0.792703183552003,disgust,ennui
eggnog,6.0,4.27,5.26,0.5759420015563592,anticipation,ennui
eggplant,5.55,3.14,5.77,0.7107031541085846,trust,ennui
eggshell,5.2,3.17,4.33,-0.5686754656693418,disgust,ennui
ego,4.38,4.17,6.05,0.27277050612387577,anticipation,ennui
egomaniac,3.68,5.53,5.19,-0.7636258136103694,disgust,disgust
egotistical,3.08,5.14,5.23,-1.0662764494908155,disgust,disgust
eight,5.37,3.48,5.26,0.22650578505391672,anticipation,ennui
eighteen,5.72,3.83,5.71,0.7597768253153129,anticipation,ennui
eighty,5.43,3.41,4.41,-0.3808119920358013,disgust,ennui
ejaculate,6.0,6.15,5.83,1.0055190927931499,surprise,envy
ejaculation,5.42,6.18,5.04,0.08843713377265938,anticipation,envy
eject,3.95,4.42,5.18,-0.6214038753064598,disgust,disgust
ejection,3.5,4.29,3.62,-2.046685843561525,disgust,anxiety
El Nino,4.29,4.09,3.52,-1.6838683232520517,disgust,disgust
elaborate,6.38,4.23,6.05,1.382091828353852,trust,joy
elastic,5.71,4.35,5.05,0.2568251656931425,anticipation,ennui
elated,6.56,5.14,6.86,2.092382403322621,trust,joy
elbow,5.38,3.2,6.02,0.8048218466474536,trust,ennui
elder,6.11,2.5,4.14,-0.20712662780029953,sadness,ennui
elderly,4.63,2.73,4.91,-0.44771851107095784,sadness,ennui
elect,5.52,4.0,5.43,0.43782436757248816,anticipation,ennui
election,4.5,4.23,5.0,-0.45199643524167626,disgust,ennui
elective,5.38,3.54,6.35,1.0535243731529638,trust,ennui
electoral,4.21,3.86,4.96,-0.6429937877535697,disgust,ennui
electric,6.1,4.05,5.48,0.7972097520048651,anticipation,ennui
electric slide,6.05,4.73,5.67,0.9126690826947121,anticipation,disgust
electrical,5.57,6.0,4.97,0.11888115155995085,anticipation,envy
electrician,5.21,3.19,5.73,0.4919727685409428,anticipation,ennui
electricity,6.15,4.3,4.68,0.22202756928968034,anticipation,ennui
electrocute,3.27,6.0,4.42,-1.571342579847039,anger,anger
electrocution,2.45,5.76,2.5,-3.4731608398115705,fear,embarrassment
electromagnetic,5.1,5.22,4.86,-0.22471020133259687,anticipation,disgust
electron,5.33,3.82,4.57,-0.315695014993113,disgust,ennui
electronic,6.52,3.64,5.41,0.9774121482932032,trust,ennui
electronics,6.5,4.6,5.96,1.3808231459134206,trust,joy
elegance,6.91,4.24,6.26,1.8343272228846659,trust,joy
elegant,7.0,4.43,5.95,1.650617036273778,trust,joy
element,5.58,3.9,5.0,0.14703707876251082,anticipation,ennui
elemental,5.19,4.35,4.77,-0.24261870360647816,disgust,disgust
elementary,6.11,3.5,4.91,0.37317926737922474,anticipation,ennui
elephant,6.17,4.23,4.23,-0.1060190263591698,anticipation,ennui
elevate,6.42,4.65,5.67,1.1178935273072579,anticipation,joy
elevation,5.67,3.57,6.06,0.9958191991593468,trust,ennui
elevator,5.95,3.65,4.92,0.291970001797963,anticipation,ennui
eleven,5.0,3.05,5.2,-0.023937300741448658,disgust,ennui
elf,6.1,4.3,5.43,0.7595275510191812,anticipation,ennui
elicit,4.14,5.27,4.4,-1.1038606850712724,disgust,disgust
eligible,6.45,4.81,6.0,1.3832358736462178,anticipation,joy
eliminate,3.89,3.64,5.48,-0.42859030905925827,disgust,ennui
elimination,3.86,3.35,4.33,-1.311920751563426,sadness,ennui
elite,5.71,5.9,5.34,0.4753819314101061,anticipation,envy
elitist,4.5,4.57,5.74,0.10570013934643777,anticipation,disgust
elixir,5.68,3.95,5.43,0.5265700733508862,anticipation,ennui
elk,5.81,3.48,4.67,0.02590650431344752,anticipation,ennui
elm,6.32,3.05,5.43,0.881552896464479,trust,ennui
elope,6.58,5.7,6.21,1.6136070037310364,surprise,joy
eloquence,6.76,3.91,6.46,1.9018569276601511,trust,joy
eloquent,7.16,4.61,6.37,2.055893230331917,trust,joy
elude,4.62,4.0,5.05,-0.34775495492219444,disgust,ennui
elusive,4.3,4.5,4.73,-0.7664124527873639,disgust,disgust
email,6.0,4.5,6.11,1.216539418312977,anticipation,joy
emancipation,6.57,3.65,4.73,0.49266724794365924,anticipation,ennui
embankment,5.0,3.62,5.43,0.1494008237926945,anticipation,ennui
embargo,5.05,4.59,5.45,0.19220673724271753,anticipation,disgust
embark,5.89,4.3,6.39,1.3665470711101544,trust,joy
embarrass,3.38,5.47,4.22,-1.6610587110671238,anger,anger
embarrassed,3.51,5.38,3.67,-2.003457035964692,anger,anger
embarrassing,3.53,5.95,3.87,-1.841635018799659,anger,anger
embarrassment,2.72,5.45,2.92,-3.0068719730307834,fear,embarrassment
embassy,5.3,3.91,5.79,0.5871108692241114,anticipation,ennui
embattled,4.05,4.02,4.88,-0.7920310151090613,disgust,ennui
embezzlement,2.95,4.67,4.18,-1.9297085561351155,disgust,disgust
embezzler,3.05,5.24,3.79,-2.168163657711946,disgust,anxiety
emblem,6.0,2.67,5.46,0.7266708054990928,trust,ennui
embodiment,5.72,3.78,4.91,0.15686160954437905,anticipation,ennui
embolism,2.14,4.17,4.05,-2.476957414201032,sadness,anxiety
embrace,7.0,5.82,6.58,2.125412768693389,joy,joy
embroidery,6.53,2.85,6.05,1.4652909275211004,trust,ennui
embryo,5.75,3.7,4.86,0.13581922839214555,anticipation,ennui
emcee,5.15,4.05,4.74,-0.2874144506424873,disgust,ennui
emerald,7.3,5.33,6.32,2.0958635219023316,joy,joy
emerge,5.75,4.74,6.67,1.4999149040738835,trust,joy
emergency,2.72,6.43,2.72,-3.1576007769735166,fear,fear
emery,4.74,3.59,5.6,0.13330853525412115,anticipation,ennui
eminence,5.43,4.5,5.0,0.06383797959526244,anticipation,disgust
eminent,5.58,4.95,5.09,0.21486504053674077,anticipation,disgust
emissary,4.76,3.39,5.56,0.11425598768787393,anticipation,ennui
emission,4.1,3.67,4.68,-0.9150267859960455,disgust,ennui
emit,4.81,3.96,5.26,-0.08410418517047685,anticipation,ennui
emotion,6.62,4.75,5.0,0.7238841663220985,anticipation,disgust
emotional,5.11,5.32,4.5,-0.49047544181836716,disgust,disgust
empathize,7.1,3.55,6.38,2.0301500308621536,trust,joy
empathy,7.29,3.62,5.9,1.7737864270114414,trust,joy
emperor,4.68,4.25,5.32,-0.11099142993260483,anticipation,ennui
emphasis,5.26,4.1,5.0,-0.030454332794285496,anticipation,ennui
emphasize,5.75,4.21,6.43,1.319040339342603,trust,joy
emphysema,2.47,4.25,4.3,-2.1055083911046695,disgust,anxiety
empire,5.36,4.59,5.95,0.7409735520451978,anticipation,disgust
empirical,4.67,4.14,5.3,-0.13161091693802832,anticipation,ennui
employ,5.89,3.83,5.0,0.318981883708157,anticipation,ennui
employee,5.29,4.65,4.81,-0.15700687670643282,anticipation,disgust
employer,5.3,4.06,3.3,-1.2894627398629208,disgust,ennui
employment,6.0,5.02,5.36,0.6513064035277263,anticipation,disgust
emporium,5.25,4.17,6.05,0.7553252812939154,anticipation,ennui
empress,4.95,3.87,6.1,0.6266092839451024,anticipation,ennui
emptiness,3.26,3.18,4.1,-1.8180552727665626,sadness,sadness
empty,3.78,2.25,3.61,-1.898917298646466,sadness,sadness
emu,5.45,4.0,6.21,0.9868404566711,anticipation,ennui
emulate,5.11,4.15,5.83,0.5118711044008106,anticipation,ennui
enable,5.13,3.95,5.45,0.23657959013191662,anticipation,ennui
enamel,5.42,3.79,5.31,0.29192101909534934,anticipation,ennui
enchanted,7.16,5.27,6.0,1.7770449430378596,trust,joy
enchanting,6.8,5.56,5.5,1.20054509517963,anticipation,joy
enchantment,6.8,5.29,5.22,0.9895247696598028,anticipation,joy
enchantress,5.82,4.1,5.68,0.7926335708354018,anticipation,ennui
enchilada,6.63,4.39,5.82,1.3474188690984557,trust,joy
enclosure,4.6,3.35,4.64,-0.6678422162270983,disgust,ennui
encore,6.9,4.09,5.52,1.2710840416854021,trust,ennui
encounter,5.16,4.67,5.3,0.140172807008316,anticipation,disgust
encourage,7.16,4.38,6.2,1.9277737469805931,trust,joy
encouragement,6.7,5.59,6.58,1.9590145703588921,joy,joy
encouraging,6.89,4.23,6.87,2.282956861687704,trust,joy
encryption,5.14,4.0,5.32,0.14415247418028967,anticipation,ennui
encyclopedia,6.14,5.0,6.48,1.5730401981631321,trust,joy
end,4.73,3.95,4.41,-0.7690744548162927,disgust,ennui
end table,5.25,2.7,4.9,-0.11136534137680172,sadness,ennui
endanger,2.67,4.72,3.95,-2.258351665781455,disgust,anxiety
endangerment,3.0,4.84,3.84,-2.1582144897820124,disgust,anxiety
endearing,7.17,4.17,6.26,1.9785389947745626,trust,joy
endeavor,6.42,4.19,5.75,1.1781850488843515,trust,ennui
endgame,4.23,5.26,5.32,-0.36058872743434905,anticipation,disgust
ending,4.23,4.19,4.59,-0.9107488618253268,disgust,disgust
endless,4.0,4.23,3.25,-2.0482038002980882,disgust,anxiety
endorse,5.2,3.17,6.45,1.0290498561236334,trust,ennui
endorsement,6.05,3.76,5.92,1.101080087623129,trust,ennui
endowment,6.0,3.67,6.15,1.2466851791015237,trust,ennui
endurance,6.86,5.6,6.03,1.6332560652947732,surprise,joy
endure,4.95,3.77,6.06,0.5964635231565556,anticipation,ennui
enduring,6.67,3.36,6.37,1.7841095063855723,trust,joy
enema,3.29,4.13,3.2,-2.4796950706754126,sadness,anxiety
enemy,2.22,5.3,2.5,-3.600732791868018,fear,embarrassment
energetic,7.57,6.1,5.81,1.8612634503494077,surprise,joy
energize,7.43,6.0,6.55,2.341307532381423,joy,joy
energy,6.9,6.25,6.53,2.032264501596207,surprise,joy
enforce,5.32,5.3,5.49,0.3721108765323113,anticipation,disgust
enforcement,4.67,4.48,4.0,-1.1113481425657958,disgust,disgust
enforcer,3.81,4.2,5.36,-0.5634004443140975,disgust,ennui
engage,6.6,5.28,6.42,1.7829654610932062,trust,joy
engaged,6.78,5.2,5.42,1.129160360380237,anticipation,joy
engagement,6.65,5.19,6.29,1.7127247715861793,trust,joy
engine,5.48,3.89,5.36,0.36288285974793283,anticipation,ennui
engineer,5.79,4.22,6.53,1.4165911677585699,trust,joy
engineering,6.0,3.14,5.61,0.8397174084561432,trust,ennui
engraving,6.17,3.05,5.44,0.8058902374943677,trust,ennui
enhance,6.62,4.04,6.58,1.9146417174696932,trust,joy
enhancement,6.29,4.39,6.22,1.4602918522048265,trust,joy
enigma,5.35,4.65,5.18,0.15512105025452327,anticipation,disgust
enjoy,7.67,5.0,7.28,3.024586225439998,joy,joy
enjoyable,7.63,4.77,7.0,2.7913794734755717,trust,joy
enjoyment,8.37,5.48,6.56,2.870224994026648,joy,joy
enlarge,5.33,3.87,5.89,0.6791150910289276,anticipation,ennui
enlargement,4.65,3.86,5.4,-0.06733972818896067,anticipation,ennui
enlighten,7.38,3.23,6.3,2.125163494397257,trust,joy
enlightening,7.0,5.91,6.37,1.9671475245535184,surprise,joy
enlightenment,6.79,4.52,6.5,1.9486425082821477,trust,joy
enlist,4.42,3.71,5.58,-0.0592557566969483,anticipation,ennui
ennui,4.13,3.26,4.7,-0.8833140857683222,sadness,ennui
enormous,5.68,5.05,6.0,0.9561471645876769,anticipation,disgust
enraged,2.33,5.22,4.4,-2.1077964816894004,disgust,anxiety
enroll,5.94,4.25,5.86,0.994848773717661,anticipation,ennui
enrollment,6.19,3.76,6.05,1.2767063027420045,trust,ennui
ensemble,5.67,3.86,5.4,0.49841414614832696,anticipation,ennui
enslave,2.67,5.35,4.08,-2.1603779432186783,fear,embarrassment
ensure,5.71,3.57,5.96,0.9426412236325801,trust,ennui
entail,5.35,4.11,5.0,0.01946512670606335,anticipation,ennui
enter,6.09,4.3,6.79,1.7789368112186195,trust,joy
enterprise,6.0,4.0,5.65,0.8698631692446899,anticipation,ennui
enterprising,5.52,4.33,6.2,1.0181302627520123,anticipation,ennui
entertain,7.21,5.19,6.7,2.332328789893176,joy,joy
entertainer,6.48,6.15,5.31,0.8798613198772369,surprise,envy
entertaining,8.0,5.28,6.45,2.5820997072456002,joy,joy
entertainment,7.59,6.42,5.86,1.910038864557391,surprise,joy
enthusiasm,7.14,4.18,6.69,2.285966103417991,trust,joy
enthusiast,6.65,5.91,6.89,2.1649111834143797,joy,joy
enthusiastic,7.55,5.9,6.21,2.151627845012575,joy,joy
entice,5.33,4.42,5.15,0.1214185164408142,anticipation,disgust
entire,5.67,2.85,5.06,0.24217517944567943,anticipation,ennui
entirety,5.95,3.1,6.13,1.2038792656515007,trust,ennui
entitle,4.89,4.0,6.38,0.8043499697980299,anticipation,ennui
entity,5.19,3.48,4.94,-0.11449922025515409,disgust,ennui
entourage,4.9,4.0,5.29,-0.011575405078717306,anticipation,ennui
entrails,3.37,4.7,4.21,-1.6741417578754103,disgust,disgust
entrance,6.05,3.7,5.41,0.7167216375691589,anticipation,ennui
entrapment,3.3,5.91,3.57,-2.1953001767702065,fear,fear
entree,6.63,3.95,6.82,2.1010628888121237,trust,joy
entrepreneur,6.14,3.68,7.67,2.469876581622396,trust,joy
entrust,6.32,3.2,6.8,1.9140452034722035,trust,joy
entry,4.95,4.41,6.37,0.830093169267793,anticipation,ennui
envelope,5.95,2.8,5.5,0.7290835332318901,trust,ennui
envious,3.52,5.1,3.86,-1.8547180656079456,disgust,disgust
environment,6.7,3.45,4.62,0.48187229172010393,anticipation,ennui
environmental,5.5,6.05,5.68,0.6151421592786055,anticipation,envy
envision,6.14,3.76,6.64,1.6936232413173185,trust,joy
envoy,4.9,3.74,4.64,-0.5014440178926014,disgust,ennui
envy,3.05,4.35,3.16,-2.6429593901315567,sadness,anxiety
enzyme,5.14,3.1,4.92,-0.15730513370517757,disgust,ennui
epic,7.19,4.8,5.32,1.2812068294660157,anticipation,joy
epidemic,2.05,6.18,2.58,-3.6347335826804725,fear,embarrassment
epidural,3.65,4.94,4.26,-1.4811545717775305,disgust,disgust
epilepsy,2.7,5.0,2.9,-3.0330380666473564,fear,anxiety
epileptic,3.32,4.62,4.0,-1.8601400350710298,disgust,disgust
epiphany,7.06,4.6,5.48,1.329683986675254,anticipation,joy
episode,5.0,3.67,5.4,0.12679150320128496,anticipation,ennui
epitaph,4.53,3.52,5.26,-0.2394091702826732,disgust,ennui
epitome,5.67,4.23,6.14,1.0561107207364404,anticipation,ennui
equal,6.47,3.52,6.64,1.8766612594852645,trust,joy
equality,6.75,4.73,6.0,1.5496340719807142,trust,joy
equalizer,5.05,3.68,5.46,0.19974317743985404,anticipation,ennui
equate,6.16,3.84,5.13,0.5667139847719807,anticipation,ennui
equation,5.29,3.91,5.59,0.43083545867022793,anticipation,ennui
equator,5.42,4.1,5.26,0.25423881810966603,anticipation,ennui
equestrian,5.71,3.35,5.5,0.595964974564293,anticipation,ennui
equilibrium,6.32,2.5,5.68,1.0699639013928959,trust,ennui
equipment,5.62,3.04,5.2,0.319952309149844,anticipation,ennui
equity,5.41,3.91,5.65,0.542613379186847,anticipation,ennui
equivalent,5.89,3.95,5.57,0.7485589749449475,anticipation,ennui
era,5.29,3.62,4.92,-0.07410603453792916,disgust,ennui
eradicate,3.79,5.09,4.95,-0.8834877056190011,disgust,disgust
erase,4.89,3.55,5.42,0.08085171087290914,anticipation,ennui
